type,name,notice,furigana
紙類,おもちゃ箱（紙製）（袋に入るもの）,"異物は取り除いて、ひもくくりまたは紙袋に入れて出してください。
※すでに地域の集団回収などを利用されている方は、引き続き優先してそちらを利用してください。",お
小型金属類,おもちゃ箱（金属製）（50cm以下）,異物は取り除いて、収集日に設置されているオレンジ色のコンテナに入れてください。,お
プラスチック,おもちゃ箱（プラスチック製）（50cm以下）,異物は取り除いて、市販されている10～45リットルの透明・半透明の袋に入れて出してください。,お
燃やすしかないごみ,おもちゃ箱（木製）（50cm以下）,長辺50cm、太さ10cm以下に細断し、亀岡市指定の緑色のごみ袋に入れてください。,お
埋立てるしかないごみ,おもちゃ箱（紙製・金属製・プラスチック製・木製以外）（袋に入るもの）,亀岡市指定の黄色のごみ袋に入れてください。亀岡市指定のごみ袋に入らないものについては粗大ごみになります。詳しくはごみの出し方をご覧ください。,お
粗大ごみ,おもちゃ箱（袋に入らないもの）,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。長辺1m未満なら400円、1m以上2m未満なら800円、2m以上なら1,200円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",お
紙類,折り紙,"異物は取り除いて、ひもくくりまたは紙袋に入れて出してください。
※すでに地域の集団回収などを利用されている方は、引き続き優先してそちらを利用してください。",お
粗大ごみ,オルガン,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。1,600円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",お
埋立てるしかないごみ,オルゴール,亀岡市指定の黄色のごみ袋に入れてください。,お
小型金属類,おろし金,収集日に設置されているオレンジ色のコンテナに入れてください。,お
プラスチック,おわん（プラスチック製）,異物は取り除いて、市販されている10～45リットルの透明・半透明の袋に入れて出してください。,お
燃やすしかないごみ,おわん（木製）,長辺50cm、太さ10cm以下に細断し、亀岡市指定の緑色のごみ袋に入れてください。,お
埋立てるしかないごみ,おわん（プラスチック製、木製以外）,亀岡市指定の黄色のごみ袋に入れてください。,お
収集不可,温水器,市では収集できません。購入店・製造元等に処分方法をお尋ねください。,お
埋立てるしかないごみ,温水洗浄便座（袋に入るもの）,亀岡市指定の黄色のごみ袋に入れてください。亀岡市指定のごみ袋に入らないものについては粗大ごみになります。詳しくはごみの出し方をご覧ください。,お
粗大ごみ,温水洗浄便座（袋に入らないもの）,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。長辺1m未満なら600円、1m以上1.5m未満なら1,000円、1.5m以上2m未満なら1,400円、2m以上なら1,800円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",お
拠点収集,温度計（水銀使用）,小型家電回収ボックスを設置している市役所等の市公共施設の窓口職員に直接手渡してください。,お
埋立てるしかないごみ,温度計（水銀不使用）,亀岡市指定の黄色のごみ袋に入れてください。,お
粗大ごみ,オーディオ（単品）,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。400円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",お
粗大ごみ,オーディオ（セット、一体型を含む）,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。1,200円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",お
粗大ごみ,オーディオラック,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。長辺1m未満なら800円、1m以上なら1,600円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",お
収集不可,オートバイ,市では収集できません。購入店・製造元等に処分方法をお尋ねください。,お
プラスチック,オードブルの容器（プラスチック製）,食品等の汚れは落として、市販されている10～45リットルの透明・半透明の袋に入れて出してください。,お
小型金属類,オードブルの容器（金属製）,収集日に設置されているオレンジ色のコンテナに入れてください。,お
小型家電,オーブントースター,"市役所等に設置している小型家電回収ボックス（投入口15cm×40cm）に入れるか、定期的に開催している小型家電のイベント収集に持ち込んでください（小型家電イベント収集の詳細はこちらhttps://www.city.kameoka.kyoto.jp/soshiki/22/22655.html）。
※小型家電回収ボックスやイベント収集への持ち込みが難しい場合は、埋立てるしかないごみとして出してください。",お
粗大ごみ,オーブンレンジ（電子機能付き）,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。800円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",お
粗大ごみ,オーブンレンジ（電子機能なし）,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。長辺1m未満なら600円、1m以上1.5m未満なら1,000円、1.5m以上2m未満なら1,400円、2m以上なら1,800円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",お
燃やすしかないごみ,絵画（油性・水性）,亀岡市指定の緑色のごみ袋に入れてください。,か
燃やすしかないごみ,貝殻,亀岡市指定の緑色のごみ袋に入れてください。,か
粗大ごみ,介護ベッド（シングル）,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。800円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",か
粗大ごみ,介護ベッド(セミダブル）,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。1,200円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",か
小型家電,懐中電灯,"市役所等に設置している小型家電回収ボックス（投入口15cm×40cm）に入れるか、定期的に開催している小型家電のイベント収集に持ち込んでください（小型家電イベント収集の詳細はこちらhttps://www.city.kameoka.kyoto.jp/soshiki/22/22655.html）。
※小型家電回収ボックスやイベント収集への持ち込みが難しい場合は、埋立てるしかないごみとして出してください。",か
埋立てるしかないごみ,カイロ,亀岡市指定の黄色のごみ袋に入れてください。,か
粗大ごみ,カウチソファー,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。1,600円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",か
収集不可,化学薬品,市では収集できません。購入店・製造元等に処分方法をお尋ねください。,か
埋立てるしかないごみ,鏡（袋に入るもの）,亀岡市指定の黄色のごみ袋に入れてください。亀岡市指定のごみ袋に入らないものについては粗大ごみになります。詳しくはごみの出し方をご覧ください。,か
粗大ごみ,鏡（袋に入らないもの）,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。400円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",か
埋立てるしかないごみ,かき氷器,亀岡市指定の黄色のごみ袋に入れてください。,か
草・木類,角材,長さ50cm、太さ10cm以下に細断し、太さ30cm以内にひもで束ねるか市販されている10～45リットルの透明・半透明の袋に入れて出してください。,か
小型家電,拡声器（袋に入るもの）,"市役所等に設置している小型家電回収ボックス（投入口15cm×40cm）に入れるか、定期的に開催している小型家電のイベント収集に持ち込んでください（小型家電イベント収集の詳細はこちらhttps://www.city.kameoka.kyoto.jp/soshiki/22/22655.html）。
※小型家電回収ボックスやイベント収集への持ち込みが難しい場合は、埋立てるしかないごみとして出してください。",か
粗大ごみ,拡声器（袋に入らないもの）,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。長辺1m未満なら600円、1m以上1.5m未満なら1,000円、1.5m以上2m未満なら1,400円、2m以上なら1,800円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",か
埋立てるしかないごみ,拡大鏡（ルーペ）,亀岡市指定の黄色のごみ袋に入れてください。,か
粗大ごみ,家具の扉,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。400円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",か
燃やすしかないごみ,かご（竹製）（50cm以下）,長辺50cm以下に細断し、亀岡市指定の緑色のごみ袋に入れてください。,か
プラスチック,かご（プラスチック製）（50cm以下）,異物は取り除いて、市販されている10～45リットルの透明・半透明の袋に入れて出してください。,か
燃やすしかないごみ,かご（木製）（50cm以下）,長辺50cm、太さ10cm以下に細断し、亀岡市指定の緑色のごみ袋に入れてください。,か
埋立てるしかないごみ,かご（竹制、プラスチック製、木製以外）（袋に入るもの）,亀岡市指定の黄色のごみ袋に入れてください。亀岡市指定のごみ袋に入らないものについては粗大ごみになります。詳しくはごみの出し方をご覧ください。,か
粗大ごみ,かご（袋に入らないもの）,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。長辺1m未満なら400円、1m以上2m未満なら800円、2m以上なら1,200円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",か
埋立てるしかないごみ,傘,亀岡市指定の黄色のごみ袋に入れてください。,か
小型金属類,傘立て（金属製）（50cm以下）,収集日に設置されているオレンジ色のコンテナに入れてください。,か
燃やすしかないごみ,傘立て（木製）（50cm以下）,長辺50cm、太さ10cm以下に細断し、亀岡市指定の緑色のごみ袋に入れてください。,か
埋立てるしかないごみ,傘立て（金属製、木製以外）（袋に入るもの）,亀岡市指定の黄色のごみ袋に入れてください。亀岡市指定のごみ袋に入らないものについては粗大ごみになります。詳しくはごみの出し方をご覧ください。,か
粗大ごみ,傘立て（袋に入らないもの）,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。長辺1m未満なら400円、1m以上2m未満なら800円、2m以上なら1,200円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",か
小型家電,加湿器（袋に入るもの）,"市役所等に設置している小型家電回収ボックス（投入口15cm×40cm）に入れるか、定期的に開催している小型家電のイベント収集に持ち込んでください（小型家電イベント収集の詳細はこちらhttps://www.city.kameoka.kyoto.jp/soshiki/22/22655.html）。
※小型家電回収ボックスやイベント収集への持ち込みが難しい場合は、埋立てるしかないごみとして出してください。",か
粗大ごみ,加湿器（袋に入らないもの）,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。400円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",か
カン・スプレー缶,菓子の缶,水洗いし、収集日に設置されている空き缶用ネットの中に入れてください。,か
小型金属類,カスタネット（金属製）,収集日に設置されているオレンジ色のコンテナに入れてください。,か
プラスチック,カスタネット（プラスチック製）,異物は取り除いて、市販されている10～45リットルの透明・半透明の袋に入れて出してください。,か
燃やすしかないごみ,カスタネット（木製）,長辺50cm、太さ10cm以下に細断し、亀岡市指定の緑色のごみ袋に入れてください。,か
埋立てるしかないごみ,カスタネット（金属製、プラスチック製、木製以外）,亀岡市指定の黄色のごみ袋に入れてください。,か
埋立てるしかないごみ,カセットコンロ,亀岡市指定の黄色のごみ袋に入れてください。,か
埋立てるしかないごみ,カセットテープ,亀岡市指定の黄色のごみ袋に入れてください。,か
小型家電,カセットデッキ（袋に入るもの）,"市役所等に設置している小型家電回収ボックス（投入口15cm×40cm）に入れるか、定期的に開催している小型家電のイベント収集に持ち込んでください（小型家電イベント収集の詳細はこちらhttps://www.city.kameoka.kyoto.jp/soshiki/22/22655.html）。
※小型家電回収ボックスやイベント収集への持ち込みが難しい場合は、埋立てるしかないごみとして出してください。",か
粗大ごみ,カセットデッキ（袋に入らないもの）,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。400円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",か
小型家電,カセットプレーヤー（袋に入るもの）,"市役所等に設置している小型家電回収ボックス（投入口15cm×40cm）に入れるか、定期的に開催している小型家電のイベント収集に持ち込んでください（小型家電イベント収集の詳細はこちらhttps://www.city.kameoka.kyoto.jp/soshiki/22/22655.html）。
※小型家電回収ボックスやイベント収集への持ち込みが難しい場合は、埋立てるしかないごみとして出してください。",か
粗大ごみ,カセットプレーヤー（袋に入らないもの）,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。800円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",か
カン・スプレー缶,カセットボンベ（スプレー缶）,中身を使い切り、収集日に設置されている空き缶用ネットの中に入れてください。,か
紙類,カタログ類,"異物は取り除いて、ひもくくりまたは紙袋に入れて出してください。
※すでに地域の集団回収などを利用されている方は、引き続き優先してそちらを利用してください。",か
埋立てるしかないごみ,カッターナイフ,鋭利な箇所をガムテープなどで巻き、指定ごみ袋に「危険」と表示してください。,か
埋立てるしかないごみ,カッターナイフの刃,鋭利な箇所をガムテープなどで巻き、指定ごみ袋に「危険」と表示してください。,か
プラスチック,カッパ,異物は取り除いて、市販されている10～45リットルの透明・半透明の袋に入れて出してください。,か
ビン,カップ酒（ワンカップ）のびん,"収集日に設置されている白色・茶色・黒色のコンテナにそれぞれ無色・茶・その他の色に分けて入れてください。
キャップは埋立てるしかないごみに入れてください。",か
プラスチック,カップ麺の外装フィルム,食品等の汚れは落として、市販されている10～45リットルの透明・半透明の袋に入れて出してください。,か
プラスチック,カップ麺のたれ・かやく袋（プラスチック製）,食品等の汚れは落として、市販されている10～45リットルの透明・半透明の袋に入れて出してください。,か
燃やすしかないごみ,カップ麺のふた,亀岡市指定の緑色のごみ袋に入れてください。,か
燃やすしかないごみ,カップ麺の容器（紙製）,亀岡市指定の緑色のごみ袋に入れてください。,か
プラスチック,カップ麺の容器（プラスチック製）,食品等の汚れは落として、市販されている10～45リットルの透明・半透明の袋に入れて出してください。,か
燃やすしかないごみ,かつら,長辺50cm以下に細断し、亀岡市指定の緑色のごみ袋に入れてください。,か
小型家電,家庭用ゲーム機（袋に入るもの）,"市役所等に設置している小型家電回収ボックス（投入口15cm×40cm）に入れるか、定期的に開催している小型家電のイベント収集に持ち込んでください（小型家電イベント収集の詳細はこちらhttps://www.city.kameoka.kyoto.jp/soshiki/22/22655.html）。
※小型家電回収ボックスやイベント収集への持ち込みが難しい場合は、埋立てるしかないごみとして出してください。",か
粗大ごみ,家庭用ゲーム機（袋に入らないもの）,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。長辺1m未満なら600円、1m以上1.5m未満なら1,000円、1.5m以上2m未満なら1,400円、2m以上なら1,800円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",か
プラスチック,家庭用ゲームソフト,異物は取り除いて、市販されている10～45リットルの透明・半透明の袋に入れて出してください。,か
埋立てるしかないごみ,蚊取り器,亀岡市指定の黄色のごみ袋に入れてください。,か
燃やすしかないごみ,蚊取り線香,亀岡市指定の緑色のごみ袋に入れてください。,か
燃やすしかないごみ,蚊取マット,長さ50cm、太さ10cm以下に細断し、亀岡市指定の緑色のごみ袋に入れてください。,か
収集不可,金網フェンス,市では収集できません。購入店・製造元等に処分方法をお尋ねください。,か
小型金属類,金づち,収集日に設置されているオレンジ色のコンテナに入れてください。,か
収集不可,加熱式タバコ,市では収集できません。購入店・製造元等に処分方法をお尋ねください。,か
燃やすしかないごみ,鞄（布・革製）（50cm以下）,長さ50cm、太さ10cm以下に細断し、亀岡市指定の緑色のごみ袋に入れてください。,か
埋立てるしかないごみ,鞄（布・革製以外）（袋に入るもの）,亀岡市指定の黄色のごみ袋に入れてください。亀岡市指定のごみ袋に入らないものについては粗大ごみになります。詳しくはごみの出し方をご覧ください。,か
粗大ごみ,鞄（袋に入らないもの）,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。長辺1m未満なら600円、1m以上1.5m未満なら1,000円、1.5m以上2m未満なら1,400円、2m以上なら1,800円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",か
埋立てるしかないごみ,花瓶,亀岡市指定の黄色のごみ袋に入れてください。,か
燃やすしかないごみ,カフェカーテン（50cm以下）,長辺50cm以下に細断し、亀岡市指定の緑色のごみ袋に入れてください。,か
粗大ごみ,カフェカーテン,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。長辺1m未満なら600円、1m以上1.5m未満なら1,000円、1.5m以上2m未満なら1,400円、2m以上なら1,800円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",か
小型金属類,釜（金属製）（袋に入るもの）,収集日に設置されているオレンジ色のコンテナに入れてください。,か
埋立てるしかないごみ,釜（金属製以外）（袋に入るもの）,亀岡市指定の黄色のごみ袋に入れてください。亀岡市指定のごみ袋に入らないものについては粗大ごみになります。詳しくはごみの出し方をご覧ください。,か
粗大ごみ,釜（袋に入らないもの）,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。長辺1m未満なら600円、1m以上1.5m未満なら1,000円、1.5m以上2m未満なら1,400円、2m以上なら1,800円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",か
埋立てるしかないごみ,鎌,鋭利な箇所をガムテープなどで巻き、指定ごみ袋に「危険」と表示してください。,か
埋立てるしかないごみ,釜戸（袋に入るもの）,亀岡市指定の黄色のごみ袋に入れてください。亀岡市指定のごみ袋に入らないものについては粗大ごみになります。詳しくはごみの出し方をご覧ください。,か
